,c,r
1873,179582,0
1874,179585,0
1875,179588,1
1876,179591,1
1877,179594,0
1878,179597,1
1879,179600,0
1880,179603,1
1881,179619,0
1882,179622,1
1883,179625,1
1884,179628,0
1885,179631,1
1886,179634,1
1887,179637,1
1888,179640,0
1889,179643,0
1890,179646,0
1891,179649,1
1892,179652,0
1893,179655,0
1894,179658,0
1895,179661,0
1896,179664,0
1897,179667,0
1898,179670,0
1899,179673,0
1900,179676,0
1901,179679,1
1902,179682,0
1903,179685,0
1904,179688,0
1905,179691,1
1906,179694,1
1907,179697,0
1908,179700,1
1909,179703,1
1910,179706,1
1911,179709,0
1912,179712,1
1913,179715,1
1914,179718,0
1915,179721,0
1916,179724,0
1917,179727,1
1918,179730,0
1919,179733,1
1920,179736,1
1921,179739,1
1922,179742,0
1923,179745,0
1924,179748,0
1925,179751,0
1926,179754,1
1927,179757,0
1928,179760,0
1929,179763,1
1930,179766,1
1931,179769,1
1932,179772,1
1933,179775,0
1934,179778,1
1935,179781,0
1936,179784,0
1937,179787,0
1938,179790,0
1939,179793,1
1940,179796,0
1941,179799,1
1942,179802,0
1943,179805,1
1944,179808,1
1945,179811,0
1946,179814,0
1947,179817,1
1948,179820,1
1949,179823,0
1950,179826,1
1951,179829,0
1952,179832,0
1953,179835,0
1954,179838,1
1955,179841,1
1956,179844,1
1957,179847,0
1958,179850,0
1959,179853,0
1960,179856,0
1961,179859,1
1962,179862,1
1963,179865,1
1964,179868,1
1965,179871,0
1966,179879,1
1967,179882,0
1968,179885,0
1969,179888,0
1970,179899,1
1971,179902,1
1972,179905,1
1973,179908,0
1974,179911,1
1975,179914,0
1976,179917,1
1977,179920,0
1978,179923,1
1979,179926,1
1980,179929,0
1981,179932,1
1982,179935,0
1983,179938,1
1984,179941,0
1985,179944,1
1986,179947,1
1987,179950,1
1988,179953,0
1989,179956,0
1990,179959,0
1991,179962,0
1992,179965,1
1993,179968,1
1994,179971,0
1995,179974,0
1996,179977,0
1997,179980,0
1998,179983,0
1999,179986,1
2000,179989,0
2001,179992,1
2002,179995,1
2003,179998,1
2004,180001,0
2005,180004,0
2006,180007,1
2007,180010,0
2008,180013,0
2009,180016,1
2010,180019,0
2011,180022,1
2012,180025,1
2013,180028,1
2014,180031,0
2015,180034,1
2016,180037,1
2017,180040,0
2018,180043,1
2019,180046,1
2020,180049,0
2021,180052,0
2022,180055,0
2023,180058,1
2024,180061,1
2025,180064,1
2026,180067,0
2027,180070,0
2028,180073,1
2029,180076,1
2030,180079,0
2031,180082,1
2032,180085,1
2033,180088,1
2034,180091,0
2035,180094,0
2036,180097,0
2037,180100,0
2038,180103,0
2039,180119,1
2040,180122,0
2041,180125,0
2042,180139,1
2043,180142,0
2044,180145,0
2045,180148,1
2046,180151,0
2047,180154,0
2048,180157,0
2049,180160,0
2050,180163,1
2051,180166,0
2052,180169,0
2053,180172,1
2054,180175,1
2055,180178,0
2056,180181,1
2057,180184,0
2058,180187,0
2059,180190,1
2060,180193,1
2061,180196,0
2062,180199,0
2063,180202,0
2064,180205,0
2065,180208,0
2066,180211,0
2067,180214,0
2068,180217,0
2069,180220,1
2070,180223,0
2071,180226,1
2072,180229,0
2073,180232,1
2074,180235,0
2075,180238,0
2076,180241,0
2077,180244,0
2078,180247,1
2079,180250,0
2080,180253,0
2081,180256,0
2082,180259,1
2083,180262,1
2084,180265,0
2085,180268,0
2086,180271,1
2087,180274,0
2088,180277,1
2089,180280,1
2090,180283,0
2091,180286,1
2092,180289,0
2093,180292,1
2094,180295,1
2095,180298,1
2096,180301,1
2097,180304,0
2098,180307,0
2099,180310,0
2100,180313,1
2101,180316,0
2102,180319,0
2103,180322,0
2104,180325,0
2105,180328,1
2106,180331,0
2107,180334,1
2108,180337,1
2109,180340,1
2110,180343,1
2111,180346,0
2112,180349,0
2113,180352,0
2114,180355,0
2115,180358,1
2116,180361,0
2117,180364,1
2118,180367,1
2119,180370,1
2120,180373,1
2121,180376,0
2122,180379,0
2123,180382,0
2124,180385,0
2125,180388,0
2126,180391,1
2127,180394,0
2128,180397,1
2129,180400,0
2130,180403,1
2131,180406,0
2132,180409,1
2133,180412,0
2134,180415,1
2135,180418,0
2136,180421,0
2137,180424,0
2138,180427,0
2139,180439,0
2140,180442,1
2141,180445,1
2142,180448,0
2143,180451,1
2144,180454,1
2145,180457,0
2146,180460,1
2147,180463,0
2148,180466,1
2149,180469,0
2150,180472,1
2151,180475,0
2152,180478,0
2153,180481,1
2154,180484,0
2155,180487,0
2156,180490,0
2157,180493,0
2158,180496,0
2159,180499,0
2160,180502,0
2161,180505,0
2162,180508,1
2163,180511,0
2164,180514,0
2165,180517,1
2166,180520,0
2167,180523,1
2168,180526,0
2169,180529,1
2170,180532,0
2171,180535,0
2172,180538,1
2173,180541,1
2174,180544,1
2175,180547,1
2176,180550,0
2177,180553,1
2178,180556,0
2179,180559,0
2180,180562,0
2181,180565,0
2182,180568,0
2183,180571,0
2184,180574,0
2185,180577,1
2186,180580,0
2187,180583,1
2188,180586,0
2189,180589,1
2190,180592,1
2191,180595,1
2192,180598,1
2193,180601,0
2194,180604,0
2195,180607,0
2196,180610,0
2197,180613,1
2198,180616,0
2199,180619,1
2200,180622,0
2201,180625,1
2202,180628,1
2203,180631,1
2204,180634,1
2205,180637,1
2206,180640,0
2207,180643,0
2208,180646,1
2209,180649,1
2210,180652,0
2211,180655,0
2212,180658,1
2213,180661,0
2214,180664,1
2215,180667,1
2216,180670,0
2217,180673,0
2218,180676,0
2219,180679,1
2220,180682,1
2221,180685,1
2222,180688,0
2223,180691,1
2224,180694,1
2225,180697,1
2226,180700,1
2227,180703,0
2228,180706,0
2229,180709,0
2230,180712,0
2231,180715,1
2232,180718,0
2233,180721,0
2234,180724,1
2235,180727,1
2236,180730,1
2237,180733,0
2238,180736,1
2239,180739,0
2240,180742,0
2241,180745,1
2242,180748,0
2243,180751,1
2244,180754,0
2245,180757,1
2246,180760,0
2247,180763,0
2248,180766,1
2249,180769,1
2250,180772,1
2251,180775,1
2252,180778,1
2253,180781,1
2254,180784,0
2255,180787,0
2256,180790,1
2257,180793,0
2258,180796,1
2259,180799,0
2260,180802,0
2261,180805,1
2262,180808,1
2263,180811,0
2264,180814,0
2265,180817,0
2266,180820,0
2267,180823,0
2268,180826,0
2269,180829,1
2270,180832,1
2271,180835,1
2272,180838,0
2273,180841,0
2274,180844,1
2275,180847,0
2276,180850,1
2277,180853,1
2278,180856,1
2279,180859,0
2280,180862,1
2281,180865,0
2282,180868,0
2283,180871,0
2284,180874,0
2285,180877,1
2286,180880,0
2287,180883,1
2288,180886,0
2289,180889,1
2290,180892,1
2291,180899,1
2292,180902,0
2293,180905,0
2294,180908,0
2295,180911,1
2296,180914,0
2297,180917,0
2298,180920,1
2299,180923,1
2300,180926,0
2301,180929,0
2302,180932,1
2303,180935,0
2304,180938,1
2305,180941,0
2306,180944,0
2307,180947,0
2308,180950,0
2309,180953,0
2310,180956,0
2311,180959,0
2312,180962,0
2313,180965,0
2314,180968,0
2315,180971,0
2316,180974,0
2317,180977,1
2318,180980,1
2319,180983,0
2320,180986,1
2321,180989,1
2322,180992,1
2323,180995,0
2324,180998,1
2325,181001,1
2326,181004,0
2327,181007,0
2328,181010,1
2329,181013,1
2330,181016,1
2331,181019,0
2332,181022,1
2333,181025,0
2334,181028,1
2335,181031,0
2336,181034,1
2337,181037,1
2338,181040,1
2339,181043,0
2340,181046,1
2341,181049,0
2342,181052,1
2343,181055,0
2344,181058,1
2345,181061,0
2346,181064,0
2347,181067,1
2348,181070,1
2349,181073,0
2350,181076,0
2351,181079,0
2352,181082,1
2353,181085,0
2354,181088,1
2355,181091,0
2356,181094,1
2357,181097,1
2358,181100,0
2359,181103,0
2360,181106,0
2361,181109,1
2362,181112,0
2363,181115,0
2364,181118,0
2365,181121,1
2366,181124,1
2367,181127,1
2368,181130,1
2369,181133,0
2370,181136,0
2371,181139,0
2372,181142,0
2373,181145,0
2374,181148,0
2375,181151,0
2376,181154,0
2377,181157,1
2378,181160,1
2379,181163,1
2380,181166,0
2381,181169,1
2382,181172,0
2383,181175,1
2384,181178,1
2385,181181,0
2386,181184,1
2387,181187,1
2388,181190,1
2389,181193,0
2390,181196,1
2391,181199,1
2392,181202,1
2393,181205,0
2394,181208,1
2395,181211,1
2396,181219,1
2397,181222,0
2398,181225,0
2399,181228,0
2400,181231,0
2401,181234,1
2402,181237,1
2403,181240,1
2404,181243,1
2405,181246,0
2406,181249,0
2407,181252,0
2408,181255,0
2409,181258,1
2410,181261,1
2411,181264,1
2412,181267,1
2413,181270,1
2414,181273,1
2415,181276,0
2416,181279,0
2417,181282,1
2418,181285,0
2419,181288,1
2420,181291,0
2421,181294,1
2422,181297,1
2423,181300,0
2424,181303,0
2425,181306,1
2426,181309,0
2427,181312,0
2428,181315,1
2429,181318,0
2430,181321,1
2431,181324,0
2432,181327,1
2433,181330,1
2434,181333,1
2435,181336,1
2436,181339,0
2437,181342,1
2438,181345,0
2439,181348,1
2440,181351,1
2441,181354,0
2442,181357,0
2443,181360,0
2444,181363,1
2445,181366,0
2446,181369,0
2447,181372,1
2448,181375,1
2449,181378,1
2450,181381,0
2451,181384,0
2452,181387,1
2453,181390,1
2454,181393,0
2455,181396,1
2456,181399,0
2457,181402,1
2458,181405,0
2459,181408,1
2460,181411,1
2461,181414,1
2462,181417,1
2463,181420,0
2464,181423,1
2465,181426,1
2466,181429,1
2467,181432,0
2468,181435,1
2469,181438,0
2470,181441,1
2471,181444,1
2472,181447,1
2473,181450,0
2474,181453,1
2475,181456,1
2476,181459,1
2477,181462,0
2478,181465,0
2479,181468,1
2480,181471,0
2481,181474,1
2482,181477,0
2483,181480,1
2484,181483,0
2485,181486,0
2486,181489,1
2487,181499,0
2488,181502,0
2489,181505,1
2490,181508,0
2491,181511,1
2492,181514,1
2493,181517,1
2494,181520,1
2495,181523,1
2496,181526,1
2497,181529,0
2498,181532,1
2499,181535,0
2500,181538,1
2501,181541,1
2502,181544,1
2503,181547,1
2504,181550,0
2505,181553,0
2506,181556,0
2507,181559,1
2508,181562,0
2509,181565,0
2510,181568,0
2511,181571,1
2512,181574,0
2513,181577,0
2514,181580,1
2515,181583,0
2516,181586,0
2517,181589,1
2518,181592,0
2519,181595,0
2520,181598,0
2521,181601,0
2522,181604,0
2523,181607,0
2524,181610,1
2525,181613,0
2526,181616,0
2527,181619,1
2528,181622,1
2529,181625,0
2530,181628,0
2531,181631,1
2532,181634,1
2533,181637,1
2534,181640,1
2535,181643,1
2536,181646,1
2537,181649,1
2538,181652,1
2539,181655,0
2540,181658,0
2541,181661,1
2542,181664,0
2543,181667,1
2544,181670,1
2545,181673,0
2546,181676,1
2547,181679,1
2548,181682,0
2549,181685,1
2550,181688,0
2551,181691,0
2552,181694,1
2553,181697,0
2554,181700,0
2555,181703,1
2556,181706,1
2557,181709,0
2558,181712,1
2559,181715,0
2560,181718,1
2561,181721,0
2562,181724,0
2563,181727,1
2564,181730,0
2565,181733,0
2566,181736,1
2567,181739,1
2568,181742,1
2569,181745,0
2570,181748,1
2571,181751,1
2572,181754,0
2573,181757,1
2574,181760,0
2575,181763,0
2576,181766,1
2577,181769,0
2578,181772,1
2579,181775,1
2580,181778,1
2581,181781,0
2582,181784,0
2583,181787,0
2584,181790,1
2585,181793,1
2586,181796,1
2587,181799,1
2588,181802,1
2589,181805,1
2590,181808,0
2591,181811,0
2592,181814,0
2593,181817,0
2594,181820,0
2595,181823,0
2596,181826,1
2597,181829,1
2598,181832,1
2599,181835,1
2600,181838,0
2601,181841,0
2602,181844,0
2603,181847,1
2604,181850,1
2605,181853,1
2606,181856,0
2607,181859,0
2608,181862,0
2609,181879,1
2610,181882,0
2611,181885,1
2612,181888,1
2613,181891,0
2614,181894,0
2615,181897,1
2616,181900,1
2617,181903,1
2618,181906,0
2619,181909,0
2620,181912,1
2621,181915,0
2622,181918,0
2623,181921,0
2624,181924,1
2625,181927,0
2626,181930,1
2627,181933,0
2628,181936,0
2629,181939,1
2630,181942,0
2631,181945,0
2632,181948,0
2633,181951,1
2634,181954,0
2635,181957,0
2636,181960,0
2637,181963,1
2638,181966,1
2639,181969,1
2640,181972,0
2641,181975,0
2642,181978,0
2643,181981,1
2644,181984,0
2645,181987,0
2646,181990,0
2647,181993,0
2648,181996,1
2649,181999,0
2650,182002,0
2651,182005,0
2652,182008,0
2653,182011,1
2654,182014,0
2655,182017,1
2656,182020,0
2657,182023,1
2658,182026,0
2659,182029,0
2660,182032,0
2661,182035,0
2662,182038,0
2663,182041,1
2664,182044,1
2665,182047,1
2666,182050,1
2667,182053,1
2668,182056,1
2669,182059,0
2670,182062,0
2671,182065,1
2672,182068,1
2673,182071,0
2674,182074,0
2675,182077,1
2676,182080,0
2677,182083,1
2678,182086,0
2679,182089,0
2680,182092,0
2681,182095,1
2682,182098,1
2683,182101,1
2684,182104,0
2685,182107,1
2686,182110,0
2687,182113,1
2688,182119,1
2689,182122,1
2690,182125,0
2691,182128,0
2692,182131,1
2693,182134,1
2694,182137,1
2695,182140,1
2696,182143,0
2697,182146,1
2698,182149,1
2699,182152,1
2700,182155,1
2701,182158,1
2702,182161,1
2703,182164,1
2704,182167,0
2705,182170,0
2706,182173,0
2707,182176,0
2708,182179,1
2709,182182,1
2710,182185,0
2711,182188,0
2712,182191,0
2713,182194,0
2714,182197,0
2715,182200,1
2716,182203,0
2717,182206,0
2718,182209,1
2719,182212,1
2720,182215,1
2721,182218,1
2722,182221,0
2723,182224,0
2724,182227,0
2725,182230,0
2726,182233,0
2727,182236,1
2728,182239,1
2729,182242,1
2730,182245,1
2731,182248,1
2732,182251,1
2733,182254,0
2734,182257,0
2735,182260,0
2736,182263,0
2737,182266,1
2738,182269,1
2739,182272,0
2740,182275,1
2741,182278,1
2742,182281,1
2743,182284,1
2744,182287,1
2745,182290,0
2746,182293,0
2747,182296,0
2748,182299,0
2749,182302,0
2750,182305,1
2751,182308,0
2752,182311,1
2753,182314,0
2754,182317,1
2755,182320,0
2756,182323,1
2757,182326,0
2758,182329,0
2759,182332,1
2760,182335,1
2761,182338,0
2762,182341,1
2763,182344,0
2764,182347,1
2765,182350,0
2766,182353,0
2767,182356,0
2768,182359,0
2769,182362,0
2770,182365,1
2771,182368,1
2772,182371,0
2773,182374,1
2774,182377,1
2775,182380,0
2776,182383,1
2777,182386,1
2778,182389,0
2779,182392,1
2780,182395,0
2781,182398,1
2782,182401,0
2783,182404,0
2784,182407,0
2785,182410,1
2786,182413,0
2787,182416,1
2788,182419,0
2789,182422,0
2790,182425,0
2791,182428,0
2792,182431,0
2793,182434,1
2794,182437,1
2795,182440,1
2796,182443,1
2797,182446,1
2798,182449,0
2799,182452,0
2800,182455,1
2801,182458,1
2802,182461,0
2803,182464,1
2804,182467,1
2805,182470,0
2806,182473,1
2807,182476,1
2808,182479,1
2809,182482,0
2810,182485,0
2811,182488,1
2812,182491,0
2813,182494,1
2814,182497,1
2815,182500,1
2816,182503,0
2817,182506,1
2818,182509,0
2819,182512,0
2820,182515,1
2821,182518,1
2822,182521,1
2823,182524,0
2824,182527,0
2825,182530,0
2826,182533,0
2827,182536,1
2828,182539,0
2829,182542,1
2830,182545,1
2831,182548,0
2832,182551,1
2833,182554,1
2834,182557,0
2835,182560,0
2836,182563,0
2837,182566,0
2838,182569,0
2839,182572,1
2840,182575,0
2841,182578,0
2842,182581,0
2843,182584,1
2844,182587,0
2845,182590,1
2846,182593,1
2847,182596,1
2848,182599,1
2849,182602,0
2850,182605,1
2851,182608,0
2852,182611,0
2853,182614,1
2854,182617,1
2855,182620,1
2856,182623,1
2857,182626,1
2858,182629,0
2859,182632,0
2860,182635,0
2861,182638,1
2862,182641,1
2863,182644,1
2864,182647,1
2865,182650,0
2866,182653,1
2867,182656,1
2868,182659,1
2869,182662,0
2870,182665,1
2871,182668,1
2872,182671,0
2873,182674,1
2874,182677,1
2875,182680,0
2876,182683,1
2877,182686,1
2878,182689,0
2879,182699,0
2880,182702,0
2881,182705,0
2882,182708,0
2883,182711,0
2884,182714,0
2885,182717,1
2886,182720,0
2887,182723,1
2888,182726,0
2889,182729,1
2890,182732,1
2891,182735,1
2892,182738,0
2893,182741,0
2894,182744,0
2895,182747,0
2896,182750,1
2897,182753,0
2898,182756,1
2899,182759,1
2900,182762,0
2901,182765,0
2902,182768,0
2903,182771,1
2904,182774,0
2905,182777,1
2906,182780,1
2907,182783,0
2908,182786,1
2909,182789,0
2910,182792,1
2911,182795,1
2912,182798,1
2913,182801,0
2914,182804,0
2915,182807,0
2916,182810,0
2917,182813,0
2918,182816,0
2919,182819,0
2920,182822,0
2921,182825,1
2922,182828,0
2923,182831,0
2924,182834,1
2925,182837,0
2926,182840,1
2927,182843,0
2928,182846,1
2929,182849,1
2930,182852,1
2931,182855,1
2932,182858,0
2933,182861,1
2934,182864,1
2935,182867,0
2936,182870,1
2937,182873,1
2938,182876,1
2939,182879,1
2940,182882,0
2941,182885,0
2942,182888,0
2943,182891,0
2944,182894,1
2945,182897,1
2946,182900,1
2947,182903,1
2948,182906,1
2949,182909,0
2950,182912,0
2951,182915,1
2952,182918,1
2953,182921,0
2954,182924,0
2955,182927,1
2956,182930,1
2957,182933,1
2958,182936,1
2959,182939,1
2960,182942,0
2961,182945,0
2962,182948,0
2963,182951,1
2964,182954,1
2965,182957,1
2966,182960,1
2967,182963,1
2968,182966,1
2969,182969,0
2970,182972,0
2971,182975,1
2972,182978,1
2973,182981,0
2974,182984,0
2975,182987,1
2976,182990,1
2977,182993,1
2978,182996,0
2979,182999,1
2980,183002,1
2981,183005,0
2982,183008,0
2983,183011,0
2984,183019,0
2985,183022,0
2986,183025,1
2987,183028,0
2988,183031,1
2989,183034,1
2990,183037,0
2991,183040,1
2992,183043,0
2993,183046,1
2994,183049,0
2995,183052,1
2996,183055,1
2997,183058,1
2998,183061,1
2999,183064,1
3000,183067,0
3001,183070,1
3002,183073,0
3003,183076,0
3004,183079,1
3005,183082,0
3006,183085,0
3007,183088,1
3008,183091,1
3009,183094,0
3010,183097,1
3011,183100,1
3012,183103,1
3013,183106,1
3014,183109,0
3015,183112,0
3016,183115,0
3017,183118,0
3018,183121,1
3019,183124,1
3020,183127,0
3021,183130,0
3022,183133,1
3023,183136,0
3024,183139,1
3025,183142,1
3026,183145,1
3027,183148,1
3028,183151,1
3029,183154,1
3030,183157,1
3031,183160,0
3032,183163,1
3033,183166,1
3034,183169,1
3035,183172,0
3036,183175,0
3037,183178,0
3038,183181,1
3039,183184,1
3040,183187,0
3041,183190,0
3042,183193,1
3043,183196,1
3044,183199,1
3045,183202,0
3046,183205,1
3047,183208,1
3048,183211,0
3049,183214,1
3050,183217,1
3051,183220,0
3052,183223,1
3053,183226,0
3054,183229,1
3055,183232,1
3056,183235,0
3057,183238,1
3058,183241,0
3059,183244,1
3060,183247,0
3061,183250,1
3062,183253,0
3063,183256,1
3064,183259,1
3065,183262,1
3066,183265,0
3067,183268,0
3068,183271,0
3069,183274,1
3070,183277,1
3071,183280,1
3072,183283,0
3073,183286,1
3074,183289,0
3075,183292,0
3076,183299,1
3077,183302,0
3078,183305,1
3079,183308,1
3080,183311,0
3081,183314,1
3082,183317,0
3083,183320,0
3084,183339,1
3085,183342,0
3086,183345,1
3087,183348,0
3088,183351,1
3089,183354,1
3090,183357,1
3091,183360,1
3092,183363,0
3093,183366,0
3094,183369,0
3095,183372,1
3096,183375,0
3097,183378,0
3098,183381,0
3099,183384,0
3100,183387,1
3101,183390,0
3102,183393,1
3103,183396,1
3104,183399,1
3105,183402,1
3106,183405,1
3107,183408,0
3108,183411,1
3109,183414,1
3110,183417,1
3111,183420,0
3112,183423,0
3113,183426,1
3114,183429,1
3115,183432,0
3116,183435,0
3117,183438,1
3118,183441,1
3119,183444,0
3120,183447,0
3121,183450,0
3122,183453,0
3123,183456,0
3124,183459,1
3125,183462,1
3126,183465,1
3127,183468,1
3128,183471,0
3129,183474,1
3130,183477,0
3131,183480,1
3132,183483,0
3133,183486,1
3134,183489,1
3135,183492,0
3136,183495,0
3137,183498,1
3138,183501,0
3139,183504,0
3140,183507,1
3141,183510,0
3142,183513,0
3143,183516,1
3144,183519,1
3145,183522,1
3146,183525,0
3147,183528,0
3148,183531,0
3149,183534,1
3150,183537,1
3151,183540,0
3152,183543,1
3153,183546,1
3154,183549,0
3155,183552,0
3156,183555,1
3157,183558,0
3158,183561,1
3159,183564,1
3160,183567,1
3161,183570,1
3162,183573,0
3163,183576,1
3164,183579,1
3165,183582,1
3166,183585,0
3167,183588,0
3168,183591,1
3169,183594,1
3170,183597,1
3171,183600,1
3172,183603,0
3173,183606,0
3174,183609,0
3175,183612,1
3176,183619,0
3177,183622,0
3178,183625,0
3179,183628,0
3180,183631,0
3181,183634,0
3182,183637,0
3183,183640,1
3184,183643,0
3185,183646,0
3186,183649,0
3187,183652,1
3188,183655,1
3189,183658,1
3190,183661,1
3191,183679,1
3192,183682,1
3193,183685,1
3194,183688,1
3195,183691,0
3196,183694,1
3197,183697,0
3198,183700,0
3199,183703,1
3200,183706,0
3201,183709,1
3202,183712,1
3203,183715,0
3204,183718,0
3205,183721,1
3206,183724,1
3207,183727,0
3208,183730,1
3209,183733,1
3210,183736,1
3211,183739,0
3212,183742,0
3213,183745,0
3214,183748,0
3215,183751,1
3216,183754,1
3217,183757,0
3218,183760,0
3219,183763,1
3220,183766,1
3221,183769,1
3222,183772,1
3223,183775,0
3224,183778,1
3225,183781,0
3226,183784,0
3227,183787,0
3228,183790,1
3229,183793,0
3230,183796,1
3231,183799,1
3232,183802,1
3233,183805,0
3234,183808,0
3235,183811,1
3236,183814,0
3237,183817,0
3238,183820,0
3239,183823,0
3240,183826,1
3241,183829,0
3242,183832,1
3243,183835,0
3244,183838,1
3245,183841,0
3246,183844,0
3247,183847,1
3248,183850,0
3249,183853,0
3250,183856,0
3251,183859,0
3252,183862,1
3253,183865,0
3254,183868,0
3255,183871,1
3256,183874,1
3257,183877,0
3258,183880,0
3259,183883,1
3260,183886,0
3261,183889,1
3262,183892,0
3263,183895,0
3264,183898,0
3265,183901,1
3266,183904,1
3267,183907,0
3268,183910,0
3269,183913,0
3270,183916,0
3271,183919,0
3272,183922,0
3273,183925,1
3274,183928,1
3275,183931,0
3276,183934,1
3277,183937,0
3278,183940,0
3279,183943,0
3280,183946,0
3281,183949,1
3282,183952,0
3283,183955,1
3284,183958,1
3285,183961,0
3286,183964,1
3287,183967,1
3288,183970,1
3289,183973,1
3290,183976,0
3291,183979,0
3292,183982,1
3293,183985,0
